,athlete_id,region,age,height,weight,pullups,experience,is_male,experience_level,diet,athletic_background,workout_schedule,BMI,total_lift
1409,8127.0,Europe,26.0,70.0,176.0,53.0,Beginner without coach,1,Proficient,Normal Diet,College or High School Sports,Single workout per day,25.250612244897958,1363.0
1410,8866.0,Europe,26.0,71.0,187.0,31.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,26.0783574687562,1180.0
1412,9775.0,Australia,29.0,69.0,176.0,47.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Professional Sports,Multiple workouts per day,25.98781768536022,1400.0
1415,11690.0,Canada East,46.0,70.0,190.0,28.0,Beginner without coach,1,Expert,Normal Diet,College or High School Sports,Single workout per day,27.259183673469387,1090.0
1417,15183.0,South East,25.0,68.0,173.0,49.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,26.301686851211073,1460.0
1428,21667.0,Latin America,38.0,70.0,168.0,40.0,Beginner with coach,1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,24.102857142857143,1036.0
1430,22882.0,South West,45.0,68.0,181.0,30.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Single workout per day,27.517949826989618,1370.0
1431,25045.0,Europe,47.0,69.0,174.0,24.0,Beginner with coach,1,Expert,Normal Diet,Recreational Sports,Single workout per day,25.692501575299307,986.0
1448,45271.0,Canada East,30.0,72.0,205.0,40.0,Beginner without coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,27.799961419753085,1245.0
1451,48662.0,Latin America,32.0,69.0,160.0,21.0,Beginner with coach,1,Expert,Normal Diet,Recreational Sports,Single workout per day,23.625288804872927,855.0
1452,50152.0,South Central,27.0,66.0,165.0,35.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Single workout per day,26.62878787878788,1150.0
1486,69417.0,Australia,27.0,67.0,176.0,47.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Single workout per day,27.5624860770773,1211.0
1499,82334.0,Africa,34.0,77.0,220.0,30.0,Advanced (Trainer/Courses),1,Not Provided,Normal Diet,College or High School Sports,Flexible,26.085343228200372,1147.0
1517,13517.0,South Central,38.0,75.0,245.0,26.0,Advanced (Trainer/Courses),1,Expert,Not Provided,College or High School Sports,Multiple workouts per day,30.619555555555557,1525.0
1518,13770.0,South Central,31.0,75.0,212.0,36.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Single workout per day,26.49528888888889,1315.0
1520,14261.0,Mid Atlantic,40.0,67.0,158.0,42.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,24.74359545555803,1150.0
1522,15297.0,Northern California,39.0,78.0,283.0,5.0,Beginner with coach,1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,32.70036160420776,1145.0
1551,38261.0,Australia,30.0,66.0,176.0,60.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,28.404040404040405,1555.0
1574,60812.0,Australia,30.0,69.0,168.0,35.0,Beginner with coach,1,Proficient,Normal Diet,Recreational Sports,Flexible,24.80655324511657,1195.0
1608,9390.0,South West,31.0,74.0,195.0,60.0,Not Provided,1,Not Provided,Normal Diet,Not Provided,Not Provided,25.033783783783782,1385.0
1609,9439.0,Asia,29.0,71.0,162.0,30.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Multiple workouts per day,22.591946042451895,925.0
1613,12988.0,South West,24.0,69.0,155.0,40.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Single workout per day,22.886998529720646,1005.0
1615,14083.0,North Central,27.0,72.0,204.0,28.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Single workout per day,27.66435185185185,1225.0
1617,15684.0,Australia,28.0,70.0,183.0,75.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,26.254897959183673,1334.0
1618,15844.0,Southern California,27.0,69.0,180.0,50.0,Beginner with coach,1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,26.578449905482042,1470.0
1623,17912.0,South West,26.0,67.0,200.0,65.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Single workout per day,31.32100690576966,1240.0
1624,18686.0,Central East,29.0,75.0,225.0,50.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Single workout per day,28.12,1490.0
1633,30177.0,South West,40.0,72.0,208.0,60.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,28.20679012345679,1405.0
1637,31883.0,North West,39.0,70.0,180.0,24.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,25.824489795918367,1120.0
1639,33343.0,South West,38.0,71.0,190.0,30.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Single workout per day,26.496726839912714,1180.0
1657,44074.0,North Central,26.0,76.0,250.0,46.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Single workout per day,30.42763157894737,1380.0
1674,57774.0,Australia,27.0,73.0,183.0,60.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Single workout per day,24.14130230812535,1300.0
1675,58959.0,Mid Atlantic,31.0,68.0,186.0,42.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,28.278114186851212,1270.0
1690,74800.0,Southern California,33.0,66.0,150.0,54.0,Beginner with coach,1,Expert,Normal Diet,Not Provided,Multiple workouts per day,24.207988980716255,1200.0
1702,2625.0,Mid Atlantic,47.0,71.0,195.0,36.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,College or High School Sports,Single workout per day,27.194009125173576,1195.0
1708,7191.0,Asia,33.0,69.0,174.0,38.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,25.692501575299307,1025.0
1711,9043.0,Europe,26.0,72.0,191.0,51.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Single workout per day,25.901427469135804,1348.0
1712,11203.0,Central East,36.0,72.0,205.0,42.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,27.799961419753085,1175.0
1713,11434.0,Canada East,30.0,73.0,200.0,40.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,College or High School Sports,Single workout per day,26.383936948770877,1230.0
1721,16626.0,North West,34.0,72.0,200.0,17.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,27.121913580246915,1110.0
1735,21196.0,North West,35.0,69.0,185.0,60.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Single workout per day,27.31674018063432,1270.0
1769,51449.0,South West,35.0,73.0,250.0,18.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,32.9799211859636,1135.0
1771,51833.0,South East,41.0,70.0,205.0,44.0,Beginner with coach,1,Expert,Normal Diet,Recreational Sports,Single workout per day,29.41122448979592,1375.0
1804,3265.0,North East,33.0,70.0,201.0,55.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,28.83734693877551,1505.0
1808,4407.0,Canada West,33.0,73.0,205.0,42.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Multiple workouts per day,27.043535372490147,1425.0
1809,5200.0,Northern California,29.0,67.0,175.0,65.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,College or High School Sports,Multiple workouts per day,27.40588104254845,1535.0
1814,7450.0,Mid Atlantic,38.0,68.0,170.0,47.0,Not Provided,1,Proficient,Not Provided,Not Provided,Not Provided,25.845588235294116,1020.0
1816,9179.0,South Central,36.0,72.0,250.0,20.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,33.90239197530864,1450.0
1824,15028.0,North Central,35.0,73.0,165.0,45.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,21.76674798273597,1050.0
1829,21101.0,North West,34.0,69.0,178.0,50.0,Beginner without coach,1,Expert,Normal Diet,Recreational Sports,Multiple workouts per day,26.28313379542113,1368.0
1831,21727.0,North Central,29.0,73.0,205.0,40.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,College or High School Sports,Multiple workouts per day,27.043535372490147,1555.0
1833,22533.0,Northern California,46.0,70.0,205.0,22.0,Beginner with coach,1,Proficient,Normal Diet,Recreational Sports,Single workout per day,29.41122448979592,1220.0
1844,36043.0,North Central,32.0,70.0,175.0,65.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,College or High School Sports,Single workout per day,25.107142857142858,1540.0
1852,45735.0,Europe,30.0,72.0,198.0,21.0,Beginner with coach,1,Proficient,Normal Diet,College or High School Sports,Flexible,26.850694444444443,1113.0
1860,53942.0,Australia,27.0,75.0,218.0,21.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Single workout per day,27.245155555555556,1224.0
1866,56381.0,North East,37.0,72.0,220.0,12.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,College or High School Sports,Not Provided,29.834104938271604,786.0
1872,61307.0,South East,29.0,69.0,198.0,30.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,29.236294896030245,1490.0
1877,66899.0,Europe,31.0,69.0,169.0,24.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,24.954211300147026,750.0
1880,69021.0,North East,42.0,69.0,168.0,35.0,Beginner with coach,1,Amateur,Normal Diet,College or High School Sports,Flexible,24.80655324511657,925.0
1886,71799.0,Mid Atlantic,30.0,68.0,176.0,46.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,College or High School Sports,Multiple workouts per day,26.757785467128027,1364.0
1901,2706.0,Canada East,35.0,72.0,208.0,38.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,28.20679012345679,1470.0
1903,2844.0,Northern California,29.0,72.0,185.0,35.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Single workout per day,25.087770061728396,1445.0
1909,6177.0,Latin America,38.0,73.0,178.0,45.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Multiple workouts per day,23.48170388440608,1175.0
1919,9644.0,Latin America,35.0,73.0,204.0,45.0,Beginner without coach,1,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,26.911615687746295,1401.0
1920,10275.0,South East,33.0,72.0,205.0,65.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Multiple workouts per day,27.799961419753085,1531.0
1927,14739.0,Australia,37.0,67.0,183.0,30.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,28.65872131877924,948.0
1929,18797.0,South East,37.0,69.0,205.0,23.0,Not Provided,1,Not Provided,Not Provided,Recreational Sports,Not Provided,30.269901281243435,1010.0
1930,20226.0,Central East,38.0,74.0,230.0,33.0,Beginner with coach,1,Proficient,Normal Diet,College or High School Sports,Flexible,29.527027027027028,1360.0
1931,20593.0,North Central,38.0,76.0,215.0,21.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Single workout per day,26.167763157894736,1040.0
1932,20642.0,South Central,27.0,72.0,243.0,25.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,College or High School Sports,Multiple workouts per day,32.953125,1465.0
1935,23326.0,Northern California,31.0,66.0,171.0,65.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,27.59710743801653,1504.0
1940,29888.0,Central East,29.0,69.0,170.0,50.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Single workout per day,25.101869355177485,1262.0
1941,30007.0,Canada West,35.0,71.0,220.0,5.0,Advanced (Trainer/Courses),1,Expert,Not Provided,Professional Sports,Not Provided,30.68042055147788,655.0
1942,30668.0,South West,35.0,71.0,189.0,55.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,26.357270382860545,1350.0
1970,60571.0,Central East,25.0,69.0,155.0,30.0,Beginner without coach,1,Proficient,Normal Diet,Recreational Sports,Single workout per day,22.886998529720646,870.0
1994,77861.0,South Central,28.0,71.0,175.0,50.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Single workout per day,24.404879984130133,1125.0
2003,5607.0,South Central,24.0,71.0,180.0,50.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Single workout per day,25.102162269390995,1170.0
2005,6712.0,North West,24.0,67.0,176.0,54.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Multiple workouts per day,27.5624860770773,1489.0
2010,10991.0,South Central,31.0,69.0,190.0,35.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,28.0550304557866,1390.0
2011,11026.0,Latin America,28.0,70.0,161.0,70.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,23.09857142857143,1076.0
2012,11923.0,Canada West,29.0,71.0,209.0,40.0,Beginner with coach,1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,29.146399523903987,1315.0
2016,15351.0,North East,35.0,66.0,147.0,42.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,College or High School Sports,Not Provided,23.72382920110193,985.0
2025,22017.0,South Central,30.0,72.0,177.0,65.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Single workout per day,24.00289351851852,1180.0
2033,28453.0,South East,35.0,68.0,173.0,52.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Multiple workouts per day,26.301686851211073,1350.0
2034,28554.0,Mid Atlantic,31.0,69.0,184.0,30.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Single workout per day,27.169082125603865,875.0
2047,32518.0,Mid Atlantic,32.0,74.0,188.0,43.0,Beginner without coach,1,Expert,Not Provided,College or High School Sports,Single workout per day,24.135135135135137,1210.0
2050,35824.0,South West,30.0,71.0,165.0,17.0,Beginner with coach,1,Proficient,Not Provided,College or High School Sports,Single workout per day,23.01031541360841,945.0
2053,37689.0,South East,41.0,68.0,165.0,35.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,25.085423875432525,1165.0
2064,47925.0,Africa,35.0,73.0,86.0,28.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,11.345092887971477,939.0
2073,60413.0,Latin America,32.0,67.0,154.0,37.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,24.117175317442637,1010.0
2086,71408.0,Central East,36.0,78.0,230.0,22.0,Beginner without coach,1,Expert,Normal Diet,Recreational Sports,Single workout per day,26.576265614727152,1205.0
2094,79892.0,South West,27.0,70.0,195.0,45.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,27.976530612244897,1435.0
2114,11303.0,Central East,27.0,72.0,207.0,50.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,28.071180555555557,1745.0
2120,13536.0,Canada West,32.0,74.0,224.0,42.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Single workout per day,28.756756756756758,1446.0
2126,15850.0,South Central,23.0,69.0,210.0,45.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Single workout per day,31.008191556395715,1500.0
2127,18056.0,South East,45.0,71.0,190.0,55.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Single workout per day,26.496726839912714,1140.0
2128,19612.0,South West,46.0,71.0,170.0,50.0,Not Provided,1,Proficient,Not Provided,Not Provided,Flexible,23.70759769886927,1070.0
2136,25805.0,Australia,35.0,70.0,216.0,35.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Single workout per day,30.98938775510204,1147.0
2140,26996.0,North Central,38.0,69.0,155.0,30.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,22.886998529720646,970.0
2143,29449.0,North West,31.0,77.0,235.0,1.0,Beginner with coach,1,Proficient,Normal Diet,Recreational Sports,Single workout per day,27.863889357395852,1075.0
2147,33880.0,Northern California,26.0,74.0,185.0,33.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,23.75,1030.0
2154,40725.0,North Central,34.0,69.0,155.0,65.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,22.886998529720646,1170.0
2162,46857.0,South West,30.0,68.0,200.0,50.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,30.406574394463668,1685.0
2167,48306.0,Central East,29.0,71.0,169.0,45.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,23.5681412418171,1345.0
2168,48505.0,Northern California,36.0,72.0,230.0,15.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Flexible,31.19020061728395,1375.0
2174,54378.0,North East,37.0,77.0,215.0,20.0,Beginner with coach,1,Proficient,Normal Diet,Recreational Sports,Single workout per day,25.492494518468543,1280.0
2183,60615.0,Asia,30.0,67.0,163.0,61.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,25.526620628202274,1200.0
2188,63740.0,Mid Atlantic,38.0,69.0,208.0,30.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,30.712875446334802,1378.0
